998,792
997,791
996,790
995,789
994,788
993,787
992,786
991,785
990,784
989,783
988,782
987,781
986,780
985,779
984,778
983,777
982,776
981,775
980,774
979,773
978,772
977,771
976,770
975,769
974,770
973,769
972,768
971,767
970,767
969,767
968,767
967,766
966,765
965,766
964,766
963,765
962,765
961,765
960,764
959,763
958,762
957,762
956,761
955,760
954,760
953,759
952,758
951,758
950,757
949,756
948,756
947,756
946,756
945,755
944,754
943,753
942,752
941,751
940,751
939,750
938,749
937,750
936,749
935,748
934,748
933,747
932,747
931,747
930,746
929,745
928,744
927,745
926,744
925,743
924,742
923,742
922,741
921,741
920,742
919,742
918,741
917,740
916,739
915,738
914,737
913,736
912,735
911,734
910,733
909,734
908,733
907,732
906,731
905,731
904,730
903,731
902,730
901,729
900,728
899,728
898,728
897,727
896,726
895,726
894,725
893,724
892,725
891,724
890,723
889,722
888,721
887,721
886,720
885,719
884,719
883,718
882,717
881,716
880,715
879,716
878,715
877,714
876,714
875,713
874,712
873,712
872,711
871,710
870,709
869,709
868,709
867,708
866,707
865,707
864,706
863,706
862,706
861,707
860,706
859,705
858,704
857,704
856,703
855,704
854,703
853,703
852,702
851,702
850,702
849,701
848,701
847,700
846,699
845,698
844,697
843,697
842,697
841,696
840,696
839,695
838,696
837,696
836,695
835,695
834,694
833,693
832,693
831,692
830,692
829,691
828,691
827,690
826,689
825,689
824,688
823,687
822,687
821,687
820,687
819,686
818,685
817,684
816,684
815,683
814,683
813,682
812,681
811,682
810,681
809,680
808,680
807,679
806,678
805,677
804,676
803,675
802,675
801,674
800,673
799,672
798,671
797,670
796,669
795,668
794,667
793,666
792,665
791,664
790,663
789,663
788,662
787,662
786,663
785,662
784,662
783,661
782,660
781,659
780,659
779,659
778,658
777,657
776,656
775,656
774,655
773,656
772,655
771,654
770,653
769,653
768,653
767,652
766,652
765,651
764,650
763,651
762,650
761,649
760,648
759,648
758,647
757,648
756,647
755,646
754,645
753,645
752,644
751,643
750,643
749,643
